client,vendor_id,vendor_name,vendor_type,status,email,contact_name,all_emails,website,additional_notes,address,city,region,country,postal_code,documents_count,non_responsive_since,last_request_sent,external_codes,created_at,updated_at,sync_date
"Block Real Estate Services, LLC",6a072962f523b35823696956,CRAB TALES / NGUYEN GROUP REALTY (DAT & LOC LLC),Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072962f523b3582369695b,"PURPOSE FINANCIAL, INC",Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072962f523b35823696960,GAS EQUIPMENT CO,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072962f523b35823696965,"BDM, INC.",Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072962f523b3582369696a,LEAF HOME SOLUTIONS LLC,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072962f523b3582369696f,G & L OUTDOOR,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072962f523b35823696974,JAX COIN LAUNDRY/B&G,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072962f523b35823696979,AMIGO MOTOR SPORTS,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072962f523b3582369697e,SARAH & AYA,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072963f523b35823696983,SOUTHEAST PACKAGING,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072963f523b35823696988,MILLER WINDOWS,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072963f523b3582369698d,CUSTOM WOOD PRODUCTS,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072963f523b35823696992,SHERWIN WILLIAMS.,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072963f523b35823696997,CITY WIDE INSULATION,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072963f523b3582369699c,C & B SALVAGE,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072963f523b358236969a1,BILLIARD FACTORY,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072963f523b358236969a6,AVIGNA GRANITE,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072963f523b358236969ab,FOAM RECYCLE CENTER,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072963f523b358236969b0,PRINTS R US,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072963f523b358236969b5,HYDRO PURE,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072963f523b358236969ba,THOMAS & PEGGY JUNG,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072964f523b358236969bf,OZZIE'S WHOLESALE,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072964f523b358236969c4,DIRECT LINE,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072964f523b358236969c9,DKM MACHINE,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072964f523b358236969ce,E & A COUNTERTOPS,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072964f523b358236969d3,DKM WINE PACKAGING,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072964f523b358236969d8,NEXT GENERATION,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072964f523b358236969dd,DISTRAKT ART,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072964f523b358236969e2,FLORIDA GARAGE DOOR,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072964f523b358236969e7,SPECIALTY PARTS,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072964f523b358236969ec,SPORTS MEDIA TECHNOLOGY CORP.,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072964f523b358236969f1,ABOUT FLOORS,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072964f523b358236969f6,SIGN PRO,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072964f523b358236969fb,"W & R COPRORATE, LLC AKA WADDELL & REED",Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072964f523b35823696a00,CROSS FIRST BANK,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072965f523b35823696a05,SERVICE SUCCESS DBA: ANTHONY'S PLUMBING,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072965f523b35823696a0a,KCK MAINTENANCE SOLUTIONS,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072965f523b35823696a0f,"RENEW TRANSFER / CHANGING YOUR LATITUDE, LLC",Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072965f523b35823696a14,AFRAH EVENT CENTER,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072965f523b35823696a19,ESSENCE OF AUSTRALIA,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072965f523b35823696a1e,FS INVESTMENTS,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072965f523b35823696a23,"KCK MAINTENANCE SOLUTIONS, LLC",Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072965f523b35823696a28,DISCOVER CHURCH,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072965f523b35823696a2d,GARAGE EXPERTS OF KANSAS CITY / WIN-WIN CONCRETE & STORAGE LLC,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072965f523b35823696a32,A-SALON / ELISA GRAY,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072965f523b35823696a37,"SATELLITE ENGINEERING / WESCO DISTRIBUTION, INC",Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072965f523b35823696a3c,"GOPUFF LEASE / GOBRANDS, INC.",Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072965f523b35823696a41,BRINKMANN CONSTRUCTORS,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072966f523b35823696a46,SEEN MERCHANDISING,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072966f523b35823696a4b,"ITG HOLDINGS USA, INC - ITG BRANDS, LLC",Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072966f523b35823696a50,"SFG ISF KC STADIUM, LLC TERMINUS 100",Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072966f523b35823696a55,BOUQUET COLLECTION SERVICES INC.,Party,active,Evan.Award@ioausa.com,Evan Award,Evan.Award@ioausa.com,,,,,,,,1,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072966f523b35823696a5a,"APEX COMICS, LLC",Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072966f523b35823696a5f,CLASSONEMODELWORKS.COM. LLC,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072966f523b35823696a64,"ARC PHYSICAL THERAPY PLUS, LP",Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072966f523b35823696a69,"RHINO GARDEN SUPPLY, LLC",Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072966f523b35823696a6e,DIGITAL INSURANCE LLC,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072966f523b35823696a73,"PLANET VAN LINES, INC.",Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072966f523b35823696a78,"BXB GEAR VENTURES, INC.",Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072966f523b35823696a7d,"PRIORITY LOGISTICS, INC.",Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072966f523b35823696a82,JES BUSINESS SOLUTIONS LLC DBA:  PROFORMA IDOLOGY MARKETING GROUP,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072966f523b35823696a87,NEW CHINA SUPER BUFFET,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072967f523b35823696a8c,DUTCH BROTHERS,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072967f523b35823696a91,SAVANAH HUNT,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072967f523b35823696a96,COEGI LLC,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072967f523b35823696a9b,HEALTH AND BEAUTY DISTRIBUTOR USA INC.,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072967f523b35823696aa0,"LEGACY RESTAURANT GROUP, LLC",Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072967f523b35823696aa5,PRIME TRADING,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072967f523b35823696aaa,"PARRIS COMMUNICATIONS, INC.",Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072967f523b35823696aaf,PHIL NEAR,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072967f523b35823696ab4,SYSTEM TARGET,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072967f523b35823696ab9,WANRACK LLC,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072967f523b35823696abe,RHEA LANA'S OF OVERLAND PARK,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072967f523b35823696ac3,1248 HOLDINGS ( BICKNELL FAMILY HOLDING CO LLC),Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072967f523b35823696ac8,MAGVIA PERCUSSION LLC,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072967f523b35823696acd,A1 TINTING KC / ALONZO COOPER,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072968f523b35823696ad2,POPCULTURE GOURMET POPCORN,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072968f523b35823696ad7,SECURITY DATA SUPPLY,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072968f523b35823696adc,WINAIR,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072968f523b35823696ae1,BROWN & ROOT,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072968f523b35823696ae6,ALISON LEIGH DESIGNS,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072968f523b35823696aeb,"MAREL, INC.",Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072968f523b35823696af0,DSI/NEXTWORLD  / CLOUD INVENTORY,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072968f523b35823696af5,ONEDIGITAL BORROWER,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072968f523b35823696afa,ACTUARIAL RESOURCES CORPORATION (ARC),Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072968f523b35823696aff,PRINCIPAL LIFE,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072968f523b35823696b04,KC DERMATOLOGY,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072968f523b35823696b09,DESERT PERINATAL ASSOCIATES,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072968f523b35823696b0e,CATHOLIC HEALTH INITATIVES INC-MERCY ONE EAST VILLAGE AND PEDIATRIC URGENT CARE,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072969f523b35823696b13,EASTERN SURGICAL ASSOCIATES PC,Party,active,shelby.niblett.sk2p@statefarm.com,Shelby Niblett,shelby.niblett.sk2p@statefarm.com,,,,,,,,1,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072969f523b35823696b18,ATI PHYSICAL THERAPY,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072969f523b35823696b1d,BIO-MEDICAL APPLICATIONS (FRESENIUS MEDICAL CARE),Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072969f523b35823696b22,VISION FIRST EYE CENTER INC,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072969f523b35823696b27,I AM BOUNDLESS,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072969f523b35823696b2c,MEMORIAL HEALTH SYSTEMS OF ORTHOPEDICS & THERAPY SERVICES,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072969f523b35823696b31,SUMMIT LAND DEVELOPMENT,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072969f523b35823696b36,NEW LIBERTY HOSPITAL,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072969f523b35823696b3b,"CONSULADO DE EL SALVADO EN SPRINGDALE, ARKANSAS",Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072969f523b35823696b40,"MANHATTAN MEDICAL GROUP, LLC - MAIN BLDG",Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072969f523b35823696b45,CCT EYES - KNOXVILLE,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072969f523b35823696b4a,"MANHATTAN SPECIALISTS CENTER, LLC - PRIMARY CARE (MANHATTAN MEDICAL GROUP, LLC)",Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072969f523b35823696b4f,"AMERICA HEARTH AND VASCULAR CLINICS, LLC - ASC/OBL (MANHATTAN MEDICAL GROUP, LLC)",Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a072969f523b35823696b54,ST. ELIZABETH PHYSICIANS - INDPENDENCE PRIMARY CARE,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a07296af523b35823696b59,WILLIAMSON EYE CENTER,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a07296af523b35823696b5e,EDGEWOOD SURGICAL HOSPITAL,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a07296af523b35823696b63,"PLUS TWO, LLC",Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a07296af523b35823696b68,"TRITON STONE GROUP/TRITON STONE OF KANSAS CITY / UNIQUE STONE CONCEPTS, LLC",Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a07296af523b35823696b6d,JAECKLE DISTRIBUTORS,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a07296af523b35823696b72,HYPER COMPUTERS AND BATTLE GAMES  LEE A. SHAFFER,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a07296af523b35823696b77,SUNBELT RENTALS,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a07296af523b35823696b7c,"PURE FISHING, INC.",Party,active,,,,,,,,,,,1,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a07296af523b35823696b81,DUNBARTON SC LLC,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a07296af523b35823696b86,HERE WE GROW AGAIN,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a07296af523b35823696b8b,GRAIN VALLEY CHOP SHOP,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a07296af523b35823696b90,CIGA WATT,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a07296af523b35823696b95,"GENERATE-UBIQUITY MANAGEMENT, LLC",Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a07296bf523b35823696b9a,"CONCRETE STRATEGIES, LLC",Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a07296bf523b35823696b9f,"AMSTED RAIL COMPANY, INC.",Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a07296bf523b35823696ba4,"BUTLER SUPPLY, INC.",Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a07296bf523b35823696ba9,FULL THROTTLE KC,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a07296bf523b35823696bae,"FISHER & PHILLIPS, LLP",Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a07296bf523b35823696bb3,FREEDOM EQUITY GROUP,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a07296bf523b35823696bb8,LAWYERS TITLE OF KANSAS CITY,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a07296bf523b35823696bbd,CHRISTIAN CENTER / JERRY GATSON SR. & SHEVELLA GATSON,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a07296bf523b35823696bc2,KW KEY PARTNERS / TODD & AMY BIEBER,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a07296bf523b35823696bc7,CHINA KING / BI SHUI LIU,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a07296bf523b35823696bcc,DELIVERY SERVICE / BARRY & MARIA GARNER,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a07296bf523b35823696bd1,LA CARRETA,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a07296bf523b35823696bd6,JOANN'S,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a07296bf523b35823696bdb,OFFICE DEPOT,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a07296cf523b35823696be0,VINTAGE STOCK,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a07296cf523b35823696be5,NEW NAIL & SPA,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a07296cf523b35823696bea,TORGESON ELECTRIC COMPANY,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a07296cf523b35823696bef,BIRD DOG SHAVED ICE,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a07296cf523b35823696bf4,"PRECISION DOG TRAINING, LLC",Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a07296cf523b35823696bf9,UNIQUE HAIR BRAIDING,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a07296cf523b35823696bfe,SOAR NUTRITION,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a07296cf523b35823696c03,"OCEAN PRIME  / OPKC, LLC",Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a07296cf523b35823696c08,"PREMIUM REALTY GROUP, LLC",Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a07296cf523b35823696c0d,LARISSA CATT DBA BLUE SPRINGS BARBER SHOP,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a07296cf523b35823696c12,"KEYSTONE WINE & SPIRITS, LLC",Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a07296cf523b35823696c17,"PIZZA HUT OF AMERICA, INC",Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a07296cf523b35823696c1c,IRIS CORPORATION DBA GREAT CLIPS,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a07296cf523b35823696c21,H&W DBA IMANI BEAUTY SUPPLY / CHANTA M. CARTER & DAVID E. CARTER,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a07296df523b35823696c26,TRIPLE BLACK TATTOO / CHRIS KEEGAN,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a07296df523b35823696c2b,"SUDS IN SPRINGS, LLC",Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a07296df523b35823696c30,"EXERCISE THERAPY CONSULTANTS, INC. DBA ETC  PHYSICAL THERAPY",Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a07296df523b35823696c35,"TYLER K. MAIDMENT & SHAUN P. RICE DBA DOGPOUNDKC, LLC",Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a07296df523b35823696c3a,"UB DENTAL, LLC",Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a07296df523b35823696c3f,"LIVING SPACES FURNITURE, LLC",Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a07296df523b35823696c44,"JAECKLE WHOLESALE, INC.",Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a07296df523b35823696c49,"ASMI STONE AND TILE, LLC",Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a07296df523b35823696c4e,"GOLDEN STAR, INC.",Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a07296df523b35823696c53,AXIS CAPITAL / AXIS REINSURANCE COMPANY,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
"Block Real Estate Services, LLC",6a07296df523b35823696c58,MIDWEST LOCOMOTIVE,Party,active,,,,,,,,,,,0,,,,2026-05-15,2026-05-15,2026-05-18
