client,insured_name,contact_email,field_name,field_value,sync_date,sync_timestamp
Scandroli Construction,Inpro Corporation,inprocorporation-24210@internalemail.com,projectCompOps,1900-01-00,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Inpro Corporation,inprocorporation-24210@internalemail.com,projectId,24210,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Inpro Corporation,inprocorporation-24210@internalemail.com,projectName,RMTD Additions & Alterations,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Inpro Corporation,inprocorporation-24210@internalemail.com,projectStatus,Active,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Inpro Corporation,inprocorporation-24210@internalemail.com,verificationType,Verify,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Miller Engineering Co.,millerengineeringco-26150@internalemail.com,Effective Group,!Verify_Auto_Active + !Endorsement_GL2037&2404 + !Verify_WorkComp_Active + 26150_Sub&PO + !Verify_GL&Umb_Active & CompOps,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Miller Engineering Co.,millerengineeringco-26150@internalemail.com,Expiration,2026-04-01,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Miller Engineering Co.,millerengineeringco-26150@internalemail.com,Verification Status,PENDING_SUBMISSION,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Miller Engineering Co.,millerengineeringco-26150@internalemail.com,Latest Submission Date,2026-02-06T15:08:05,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Miller Engineering Co.,millerengineeringco-26150@internalemail.com,Apt Suite or Unit,0,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Miller Engineering Co.,millerengineeringco-26150@internalemail.com,Zip code,61102,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Miller Engineering Co.,millerengineeringco-26150@internalemail.com,compOpsDate,0,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Miller Engineering Co.,millerengineeringco-26150@internalemail.com,criteriaGroup,Contractor,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Miller Engineering Co.,millerengineeringco-26150@internalemail.com,email,redler@mecogroup.com,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Miller Engineering Co.,millerengineeringco-26150@internalemail.com,entityId,1160,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Miller Engineering Co.,millerengineeringco-26150@internalemail.com,insuredId,1160,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Miller Engineering Co.,millerengineeringco-26150@internalemail.com,notificationList,"[""redler@mecogroup.com"",""tresemer@ajg.com"",""julie_tresener@ajg.com""]",05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Miller Engineering Co.,millerengineeringco-26150@internalemail.com,projectId,26150,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Miller Engineering Co.,millerengineeringco-26150@internalemail.com,projectName,Local 32 Office Remodel,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Miller Engineering Co.,millerengineeringco-26150@internalemail.com,projectStatus,Active,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Miller Engineering Co.,millerengineeringco-26150@internalemail.com,verificationType,Verify,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Miller Engineering Co.,millerengineeringco-24230@internalemail.com,Effective Group,!Verify_GL&Umb_Active & CompOps + !Verify_WorkComp_Active + !Verify_Auto_Active + 24230_Sub&PO_NS + !Endorsement_GL2037&2404,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Miller Engineering Co.,millerengineeringco-24230@internalemail.com,Expiration,2026-04-01,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Miller Engineering Co.,millerengineeringco-24230@internalemail.com,Verification Status,PENDING_SUBMISSION,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Miller Engineering Co.,millerengineeringco-24230@internalemail.com,Latest Submission Date,2025-04-23T20:07:37,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Miller Engineering Co.,millerengineeringco-24230@internalemail.com,Zip code,61102,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Miller Engineering Co.,millerengineeringco-24230@internalemail.com,criteriaGroup,Subcontract,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Miller Engineering Co.,millerengineeringco-24230@internalemail.com,email,redler@mecogroup.com,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Miller Engineering Co.,millerengineeringco-24230@internalemail.com,email2,redler@mecogroup.com | julie_tresemer@ajg.com,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Miller Engineering Co.,millerengineeringco-24230@internalemail.com,entityId,1160,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Miller Engineering Co.,millerengineeringco-24230@internalemail.com,insuredId,1160,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Miller Engineering Co.,millerengineeringco-24230@internalemail.com,notificationList,"[""redler@mecogroup.com"",""julie_tresemer@ajg.com""]",05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Miller Engineering Co.,millerengineeringco-24230@internalemail.com,projectCompOps,1900-01-00,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Miller Engineering Co.,millerengineeringco-24230@internalemail.com,projectId,24230,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Miller Engineering Co.,millerengineeringco-24230@internalemail.com,projectName,Boone County Courthouse Addition & Remodeling,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Miller Engineering Co.,millerengineeringco-24230@internalemail.com,projectStatus,Active,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Miller Engineering Co.,millerengineeringco-24230@internalemail.com,verificationType,Verify,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,National Const Rentals Inc,nationalconstrentalsinc-24230@internalemail.com,Effective Group,!Verify_Auto_Active + !Endorsement_GL2037&2404 + !Verify_GL&Umb_Active & CompOps + !Verify_WorkComp_Active,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,National Const Rentals Inc,nationalconstrentalsinc-24230@internalemail.com,Verification Status,PENDING_SUBMISSION,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,National Const Rentals Inc,nationalconstrentalsinc-24230@internalemail.com,Zip code,60804,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,National Const Rentals Inc,nationalconstrentalsinc-24230@internalemail.com,criteriaGroup,Contractor,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,National Const Rentals Inc,nationalconstrentalsinc-24230@internalemail.com,email,yayala@rentnational.com,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,National Const Rentals Inc,nationalconstrentalsinc-24230@internalemail.com,email2,yayala@rentnational.com,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,National Const Rentals Inc,nationalconstrentalsinc-24230@internalemail.com,entityId,2931,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,National Const Rentals Inc,nationalconstrentalsinc-24230@internalemail.com,insuredId,2931,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,National Const Rentals Inc,nationalconstrentalsinc-24230@internalemail.com,notificationList,"[""yayala@rentnational.com""]",05/24/2026,05/24/2026 05:05:31
Scandroli Construction,National Const Rentals Inc,nationalconstrentalsinc-24230@internalemail.com,projectCompOps,1900-01-00,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,National Const Rentals Inc,nationalconstrentalsinc-24230@internalemail.com,projectId,24230,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,National Const Rentals Inc,nationalconstrentalsinc-24230@internalemail.com,projectName,Boone County Courthouse Addition & Remodeling,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,National Const Rentals Inc,nationalconstrentalsinc-24230@internalemail.com,projectStatus,Active,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,National Const Rentals Inc,nationalconstrentalsinc-24230@internalemail.com,verificationType,Verify,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Midwest Painting & Decorating,midwestpaintingdecorating-25183@internalemail.com,Effective Group,!Verify_Auto_Active + 25183_Sub&PO_CompOps + !Verify_GL&Umb_Active & CompOps + !Verify_WorkComp_Active + !Endorsement_GL2037&2404,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Midwest Painting & Decorating,midwestpaintingdecorating-25183@internalemail.com,Expiration,2027-02-25,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Midwest Painting & Decorating,midwestpaintingdecorating-25183@internalemail.com,Verification Status,PENDING_SUBMISSION,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Midwest Painting & Decorating,midwestpaintingdecorating-25183@internalemail.com,Latest Submission Date,2026-03-03T16:22:59,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Midwest Painting & Decorating,midwestpaintingdecorating-25183@internalemail.com,Zip code,61111,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Midwest Painting & Decorating,midwestpaintingdecorating-25183@internalemail.com,criteriaGroup,Contractor,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Midwest Painting & Decorating,midwestpaintingdecorating-25183@internalemail.com,email,midpaintdec@gmail.com,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Midwest Painting & Decorating,midwestpaintingdecorating-25183@internalemail.com,entityId,19011,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Midwest Painting & Decorating,midwestpaintingdecorating-25183@internalemail.com,insuredId,19011,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Midwest Painting & Decorating,midwestpaintingdecorating-25183@internalemail.com,notes,"Exception granted, GL AI endorsement included in submission - 26.04.30 - Abbey",05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Midwest Painting & Decorating,midwestpaintingdecorating-25183@internalemail.com,notificationList,"[""kyle@awanderson.com""]",05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Midwest Painting & Decorating,midwestpaintingdecorating-25183@internalemail.com,projectId,25183,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Midwest Painting & Decorating,midwestpaintingdecorating-25183@internalemail.com,projectName,City of Rockford ER Ops Center,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Midwest Painting & Decorating,midwestpaintingdecorating-25183@internalemail.com,projectStatus,Active,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Midwest Painting & Decorating,midwestpaintingdecorating-25183@internalemail.com,verificationType,Verify,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Ketchum & Walton Co,ketchumwaltonco-25220@internalemail.com,Effective Group,!Verify_GL&Umb_Active & CompOps + !Endorsement_GL2037&2404 + !Verify_WorkComp_Active + !Verify_Auto_Active + 25220_Sub&PO,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Ketchum & Walton Co,ketchumwaltonco-25220@internalemail.com,Expiration,2026-07-09,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Ketchum & Walton Co,ketchumwaltonco-25220@internalemail.com,Verification Status,PENDING_SUBMISSION,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Ketchum & Walton Co,ketchumwaltonco-25220@internalemail.com,Latest Submission Date,2026-05-20T17:58:11,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Ketchum & Walton Co,ketchumwaltonco-25220@internalemail.com,Apt Suite or Unit,Suite 134,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Ketchum & Walton Co,ketchumwaltonco-25220@internalemail.com,Zip code,60061,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Ketchum & Walton Co,ketchumwaltonco-25220@internalemail.com,compOpsDate,0,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Ketchum & Walton Co,ketchumwaltonco-25220@internalemail.com,criteriaGroup,Contractor,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Ketchum & Walton Co,ketchumwaltonco-25220@internalemail.com,email,aandres@kwcompany.com,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Ketchum & Walton Co,ketchumwaltonco-25220@internalemail.com,entityId,10130,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Ketchum & Walton Co,ketchumwaltonco-25220@internalemail.com,insuredId,10130,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Ketchum & Walton Co,ketchumwaltonco-25220@internalemail.com,notificationList,"[""aandres@kwcompany.com"",""jim.reinmuth@mr-ins.com""]",05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Ketchum & Walton Co,ketchumwaltonco-25220@internalemail.com,projectId,25220,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Ketchum & Walton Co,ketchumwaltonco-25220@internalemail.com,projectName,COR Fire Station #6 Reno,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Ketchum & Walton Co,ketchumwaltonco-25220@internalemail.com,projectStatus,Active,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Ketchum & Walton Co,ketchumwaltonco-25220@internalemail.com,verificationType,Verify,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Benchmark Flooring Inc.,benchmarkflooringinc-26165@internalemail.com,Effective Group,!Verify_GL&Umb_Active & CompOps + !Endorsement_GL2037&2404 + !Verify_WorkComp_Active + !Verify_Auto_Active + 26165_Sub&PO,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Benchmark Flooring Inc.,benchmarkflooringinc-26165@internalemail.com,Verification Status,PENDING_SUBMISSION,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Benchmark Flooring Inc.,benchmarkflooringinc-26165@internalemail.com,Apt Suite or Unit,0,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Benchmark Flooring Inc.,benchmarkflooringinc-26165@internalemail.com,Zip code,61111,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Benchmark Flooring Inc.,benchmarkflooringinc-26165@internalemail.com,compOpsDate,0,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Benchmark Flooring Inc.,benchmarkflooringinc-26165@internalemail.com,criteriaGroup,Contractor,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Benchmark Flooring Inc.,benchmarkflooringinc-26165@internalemail.com,email,jasonh@benchmarkflooring.com,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Benchmark Flooring Inc.,benchmarkflooringinc-26165@internalemail.com,entityId,9262,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Benchmark Flooring Inc.,benchmarkflooringinc-26165@internalemail.com,insuredId,9262,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Benchmark Flooring Inc.,benchmarkflooringinc-26165@internalemail.com,notificationList,"[""jasonh@benchmarkflooring.com""]",05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Benchmark Flooring Inc.,benchmarkflooringinc-26165@internalemail.com,projectId,26165,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Benchmark Flooring Inc.,benchmarkflooringinc-26165@internalemail.com,projectName,Hotworx Studio Build Out,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Benchmark Flooring Inc.,benchmarkflooringinc-26165@internalemail.com,projectStatus,Active,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Benchmark Flooring Inc.,benchmarkflooringinc-26165@internalemail.com,verificationType,Verify,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Nelson Carlson Mechanical Contractors,nelsoncarlsonmechcontr-26155@internalemail.com,Effective Group,!Endorsement_GL2037&2404 + !Verify_Auto_Active + !Verify_WorkComp_Active + !Verify_GL&Umb_Active & CompOps + 26155_Sub&PO,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Nelson Carlson Mechanical Contractors,nelsoncarlsonmechcontr-26155@internalemail.com,Verification Status,PENDING_SUBMISSION,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Nelson Carlson Mechanical Contractors,nelsoncarlsonmechcontr-26155@internalemail.com,Apt Suite or Unit,0,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Nelson Carlson Mechanical Contractors,nelsoncarlsonmechcontr-26155@internalemail.com,Zip code,61108,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Nelson Carlson Mechanical Contractors,nelsoncarlsonmechcontr-26155@internalemail.com,compOpsDate,0,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Nelson Carlson Mechanical Contractors,nelsoncarlsonmechcontr-26155@internalemail.com,criteriaGroup,Contractor,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Nelson Carlson Mechanical Contractors,nelsoncarlsonmechcontr-26155@internalemail.com,email,sshoudy@nelsonpipingco.com,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Nelson Carlson Mechanical Contractors,nelsoncarlsonmechcontr-26155@internalemail.com,entityId,1175,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Nelson Carlson Mechanical Contractors,nelsoncarlsonmechcontr-26155@internalemail.com,insuredId,1175,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Nelson Carlson Mechanical Contractors,nelsoncarlsonmechcontr-26155@internalemail.com,notificationList,"[""sshoudy@nelsonpipingco.com""]",05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Nelson Carlson Mechanical Contractors,nelsoncarlsonmechcontr-26155@internalemail.com,projectId,26155,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Nelson Carlson Mechanical Contractors,nelsoncarlsonmechcontr-26155@internalemail.com,projectName,South Beloit Public Library,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Nelson Carlson Mechanical Contractors,nelsoncarlsonmechcontr-26155@internalemail.com,projectStatus,Active,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Nelson Carlson Mechanical Contractors,nelsoncarlsonmechcontr-26155@internalemail.com,verificationType,Verify,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,IMEG Consultants Corp,imegcorp-21195@internalemail.com,Effective Group,21195_Prof_CompOps_NS + !Verify_GL&Umb_Active & CompOps + !Verify_Professional_Active&CompOps + !Endorsement_GL2037&2404,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,IMEG Consultants Corp,imegcorp-21195@internalemail.com,Expiration,2027-02-01,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,IMEG Consultants Corp,imegcorp-21195@internalemail.com,Verification Status,COMPLETE,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,IMEG Consultants Corp,imegcorp-21195@internalemail.com,Latest Submission Date,2026-02-17T18:17:21,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,IMEG Consultants Corp,imegcorp-21195@internalemail.com,Apt Suite or Unit,4th Floor,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,IMEG Consultants Corp,imegcorp-21195@internalemail.com,Zip code,61104,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,IMEG Consultants Corp,imegcorp-21195@internalemail.com,criteriaGroup,Professional,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,IMEG Consultants Corp,imegcorp-21195@internalemail.com,email,Jacob.J.Bennett@imegcorp.com,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,IMEG Consultants Corp,imegcorp-21195@internalemail.com,email2,Jacob.J.Bennett@imegcorp.com | kcasu@lockton.com,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,IMEG Consultants Corp,imegcorp-21195@internalemail.com,entityId,20114,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,IMEG Consultants Corp,imegcorp-21195@internalemail.com,insuredId,20114,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,IMEG Consultants Corp,imegcorp-21195@internalemail.com,notificationList,"[""Jacob.J.Bennett@imegcorp.com"",""kcasu@lockton.com""]",05/24/2026,05/24/2026 05:05:31
Scandroli Construction,IMEG Consultants Corp,imegcorp-21195@internalemail.com,projectCompOps,5/1/2027,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,IMEG Consultants Corp,imegcorp-21195@internalemail.com,projectId,21195,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,IMEG Consultants Corp,imegcorp-21195@internalemail.com,projectName,RPL-Cast in Place Concrete,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,IMEG Consultants Corp,imegcorp-21195@internalemail.com,projectStatus,CompOps,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,IMEG Consultants Corp,imegcorp-21195@internalemail.com,verificationType,Verify,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Countryman Inc.,countrymaninc-26160@internalemail.com,Effective Group,!Verify_WorkComp_Active + !Verify_GL&Umb_Active & CompOps + !Endorsement_GL2037&2404 + !Verify_Auto_Active + 26160_Sub&PO,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Countryman Inc.,countrymaninc-26160@internalemail.com,Expiration,2027-03-08,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Countryman Inc.,countrymaninc-26160@internalemail.com,Verification Status,COMPLETE,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Countryman Inc.,countrymaninc-26160@internalemail.com,Latest Submission Date,2026-04-15T15:45:51,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Countryman Inc.,countrymaninc-26160@internalemail.com,Apt Suite or Unit,0,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Countryman Inc.,countrymaninc-26160@internalemail.com,Zip code,61105,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Countryman Inc.,countrymaninc-26160@internalemail.com,compOpsDate,0,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Countryman Inc.,countrymaninc-26160@internalemail.com,criteriaGroup,Contractor,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Countryman Inc.,countrymaninc-26160@internalemail.com,email,countryman1@juno.com,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Countryman Inc.,countrymaninc-26160@internalemail.com,entityId,9626,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Countryman Inc.,countrymaninc-26160@internalemail.com,insuredId,9626,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Countryman Inc.,countrymaninc-26160@internalemail.com,notificationList,"[""countryman1@juno.com"",""julie_tresemer@ajg.com""]",05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Countryman Inc.,countrymaninc-26160@internalemail.com,projectId,26160,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Countryman Inc.,countrymaninc-26160@internalemail.com,projectName,West MS Site Logistics,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Countryman Inc.,countrymaninc-26160@internalemail.com,projectStatus,Active,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Countryman Inc.,countrymaninc-26160@internalemail.com,verificationType,Verify,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,American Rigging & Millwright,americanriggingmillwright-24210@internalemail.com,Effective Group,!Endorsement_GL2037&2404 + !Verify_GL&Umb_Active & CompOps + !Verify_Auto_Active + 24210_Sub&PO_NS + !Verify_WorkComp_Active,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,American Rigging & Millwright,americanriggingmillwright-24210@internalemail.com,Expiration,2026-06-02,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,American Rigging & Millwright,americanriggingmillwright-24210@internalemail.com,Verification Status,PENDING_SUBMISSION,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,American Rigging & Millwright,americanriggingmillwright-24210@internalemail.com,Latest Submission Date,2026-05-08T17:42:19,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,American Rigging & Millwright,americanriggingmillwright-24210@internalemail.com,Zip code,61109,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,American Rigging & Millwright,americanriggingmillwright-24210@internalemail.com,criteriaGroup,Contractor,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,American Rigging & Millwright,americanriggingmillwright-24210@internalemail.com,email,rhonda@americanrigging.net,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,American Rigging & Millwright,americanriggingmillwright-24210@internalemail.com,entityId,9357,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,American Rigging & Millwright,americanriggingmillwright-24210@internalemail.com,insuredId,9357,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,American Rigging & Millwright,americanriggingmillwright-24210@internalemail.com,notificationList,"[""rhonda@americanrigging.net"",""tracy.ruff@dimondbros.com""]",05/24/2026,05/24/2026 05:05:31
Scandroli Construction,American Rigging & Millwright,americanriggingmillwright-24210@internalemail.com,projectId,24210,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,American Rigging & Millwright,americanriggingmillwright-24210@internalemail.com,projectName,RMTD Additions & Alterations,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,American Rigging & Millwright,americanriggingmillwright-24210@internalemail.com,projectStatus,Active,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,American Rigging & Millwright,americanriggingmillwright-24210@internalemail.com,verificationType,Verify,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,"PlayPower LT Farmington, Inc",playpowerltfarmingtoninc-25210@internalemail.com,Effective Group,!Verify_Auto_Active + !Endorsement_GL2037&2404 + !Verify_GL&Umb_Active & CompOps + 25210_Sub&PO + !Verify_WorkComp_Active,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,"PlayPower LT Farmington, Inc",playpowerltfarmingtoninc-25210@internalemail.com,Expiration,2026-10-01,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,"PlayPower LT Farmington, Inc",playpowerltfarmingtoninc-25210@internalemail.com,Verification Status,EVALUATION_ACTIONS,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,"PlayPower LT Farmington, Inc",playpowerltfarmingtoninc-25210@internalemail.com,Latest Submission Date,2026-05-22T14:01:02,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,"PlayPower LT Farmington, Inc",playpowerltfarmingtoninc-25210@internalemail.com,Zip code,65708,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,"PlayPower LT Farmington, Inc",playpowerltfarmingtoninc-25210@internalemail.com,compOpsDate,0,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,"PlayPower LT Farmington, Inc",playpowerltfarmingtoninc-25210@internalemail.com,criteriaGroup,Purchase Order,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,"PlayPower LT Farmington, Inc",playpowerltfarmingtoninc-25210@internalemail.com,email,illinoisoffice@parkreation.com,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,"PlayPower LT Farmington, Inc",playpowerltfarmingtoninc-25210@internalemail.com,entityId,9363,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,"PlayPower LT Farmington, Inc",playpowerltfarmingtoninc-25210@internalemail.com,insuredId,9363,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,"PlayPower LT Farmington, Inc",playpowerltfarmingtoninc-25210@internalemail.com,notificationList,"[""illinoisoffice@parkreation.com""]",05/24/2026,05/24/2026 05:05:31
Scandroli Construction,"PlayPower LT Farmington, Inc",playpowerltfarmingtoninc-25210@internalemail.com,projectId,25210,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,"PlayPower LT Farmington, Inc",playpowerltfarmingtoninc-25210@internalemail.com,projectName,City of Rockford Well #45,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,"PlayPower LT Farmington, Inc",playpowerltfarmingtoninc-25210@internalemail.com,projectStatus,Active,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,"PlayPower LT Farmington, Inc",playpowerltfarmingtoninc-25210@internalemail.com,verificationType,Verify,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Helm Mechanical/Helm Service,helmmechanical/helmservice-26170@internalemail.com,Effective Group,!Verify_WorkComp_Active + !Endorsement_GL2037&2404 + !Verify_Auto_Active + 26170_Sub&PO + !Verify_GL&Umb_Active & CompOps,05/24/2026,05/24/2026 05:05:31
Scandroli Construction,Helm Mechanical/Helm Service,helmmechanical/helmservice-26170@internalemail.com,Expiration,2026-10-01,05/24/2026,05/24/2026 05:05:31
